Doc Id,Contents of file after Preprocessing
cranfield0603,"['7', 'x', '7', 'hypersonic', 'wind', 'tunnel', 'r.a.e', 'farnborough', 'part', 'ii', 'heater', 'performance', 'tests', 'storage', 'heater', 'cylindrical', 'form', 'mounted', 'horizontally', 'show', 'performance', 'adequate', 'operation', 'm=6.8', 'probably', 'adequate', 'flows', 'm=8.2', 'existing', 'nozzles', 'present', 'state', 'maximum', 'design', 'temperature', '680', 'degrees', 'centigrade', 'operation', 'm=9', 'realised', 'tunnel', 'heat', 'loss', 'outlet', 'attachments', 'heater', 'quickacting', 'valve', 'form', 'effect', 'large', 'heat', 'sink', 'heat', 'loss', 'rather', 'poor', 'response', 'stagnation', 'temperature', 'working', 'section', 'start', 'run', 'hoped', 'cure', 'preheating', 'heater', 'outlet', 'cone', 'quick-acting', 'valve', 'pressures', 'greater', '100', 'p.s.i.g', 'free', 'convection', 'fibrous', 'thermal', 'insulation', 'surrounding', 'heated', 'core', 'causes', 'top', 'heater', 'shell', 'become', 'somewhat', 'hotter', 'bottom', 'results', '/hogging/', 'distortion', 'shell', 'free', 'convection', 'cools', 'heater', 'core', 'vertical', 'temperature', 'gradient', 'set', 'across', 'minutes', 'high', 'pressure', 'modifications', 'incorporated', 'heater', 'improve', 'performance', 'described']"
cranfield0431,"['free-flight', 'measurements', 'zero-lift', 'drag', 'base', 'pressure', 'wind', 'tunnel', 'interference', 'model', 'm=0', '8', '1', '5', 'five', 'free-flight', 'models', 'flown', 'measure', 'zero-lift', 'drag', 'body', 'base', 'pressure', 'standard', 'wind', 'tunnel', 'interference', 'model', 'mach', 'number', 'range', '0.84', '1.48', 'roughness', 'bands', 'wings', 'body', 'model', 'shown', 'produce', 'small', 'definite', 'increase', 'zero-lift', 'drag', 'mach', 'numbers', 'measured', 'drag', 'fair', 'agreement', 'corresponding', 'measurements', 'made', 'various', 'transonic', 'tunnels', 'differences', 'could', 'plausibly', 'explained', 'effects', 'tunnel', 'interference', 'effect', 'simulated', 'wind', 'tunnel', 'support', 'sting', 'shown', 'increase', 'base', 'pressure', 'discrepancy', 'models', 'without', 'sting', 'greatest', 'subsonic', 'speeds', 'progressively', 'decreases', 'increasing', 'mach', 'number', '1.4', 'sting', 'effect', 'base', 'pressure']"
cranfield0055,"['separation', 'stability', 'properties', 'compressible', 'laminar', 'boundary', 'layer', 'pressure', 'gradient', 'heat', 'transfer', 'theoretical', 'study', 'made', 'effect', 'pressure', 'gradient', 'wall', 'temperature', 'mach', 'number', 'laminar', 'boundary-layer', 'characteristics', 'particular', 'skin-friction', 'heat-transfer', 'coefficients', 'separation', 'point', 'adverse', 'pressure', 'gradient', 'wall', 'temperature', 'required', 'complete', 'stabilization', 'laminar', 'boundary', 'layer', 'minimum', 'critical', 'reynolds', 'number', 'laminar', 'stability', 'prandtl', 'number', 'assumed', 'unity', 'coefficient', 'viscosity', 'assumed', 'proportional', 'temperature', 'factor', 'arising', 'sutherland', 'relation', 'simple', 'accurate', 'method', 'locating', 'separation', 'point', 'compressible', 'flow', 'heat', 'transfer', 'developed', 'numerical', 'examples', 'illustrate', 'results', 'detail', 'given', 'throughout']"
cranfield1187,"['shock-induced', 'boundary', 'layer', 'separation', 'overexpanded', 'conical', 'exhaust', 'nozzles', 'flow', 'overexpanded', 'supersonic', 'nozzles', 'reviewed', 'although', 'five', 'essentially', 'different', 'flow', 'regimes', 'discerned', 'depending', 'nozzle', 'pressure', 'ratio', 'regime', 'interest', 'engine', 'designer', 'one', 'characterized', 'oblique', 'shock', 'patterns', 'nozzle', 'flow', 'separation', 'nozzle', 'wall', 'shown', 'pressure', 'rise', 'associated', 'separation', 'correlates', 'well', 'mach', 'number', 'separation', 'point', 'simple', 'analytical', 'formulation', 'pressure', 'rise', 'required', 'separate', 'flow', 'provides', 'excellent', 'agreement', 'experimental', 'data', 'wide', 'range', 'nozzle', 'operating', 'conditions', 'allows', 'prediction', 'overexpanded', 'nozzle', 'performance']"
cranfield0869,"['calculation', 'transient', 'temperature', 'turbine', 'blades', 'tapered', 'discs', 'using', 'biot', ""'s"", 'variational', 'method', 'transient', 'temperatures', 'aerofoil', 'sections', 'tapered', 'discs', 'calculated', 'taking', 'advantage', 'simplifications', 'heat', 'flow', 'analysis', 'achieved', 'biot', ""'s"", 'variational', 'method', 'cross-sections', 'represented', 'line', 'adjacent', 'squares', 'various', 'sizes', 'suitable', 'local', 'dimensions', 'e.g', 'small', 'squares', 'near', 'leading', 'trailing', 'edges', 'potential', 'dissipation', 'surface', 'dissipation', 'functions', 'biot', ""'s"", 'method', 'set', 'lagrange', 'equations', 'lead', 'automatic', 'procedures', 'eigenvalue', 'formulation', 'matrix', 'form', 'temperatures', 'first', 'time', 'derivatives', 'solutions', 'sums', 'exponentials', 'time', 'evaluated', 'digital', 'computer', 'requiring', 'five', 'minutes', 'crosssection', 'heat', 'transfer', 'coefficient', 'transient', 'temperatures', 'particular', 'aerofoil', 'section', 'variation', 'heat', 'transfer', 'coefficient', 'external', 'temperature', 'depending', 'exponentially', 'time', 'agree', 'results', 'obtained', 'analogue', 'computer', 'maximum', 'transient', 'temperature', 'differences', 'evaluated', 'tapered', 'discs', 'simple', 'electrical', 'analogue', 'variation', 'edge', 'radius', 'heat', 'transfer', 'coefficient', 'peculiarities', 'solution', 'cyclic', 'temperature', 'external', 'aerofoil', 'range', 'frequencies', 'indicate', 'limitations', 'mathematical', 'formulation', 'successful', 'solution', 'cyclic', 'external', 'temperature', 'might', 'enable', 'eigenvalues', 'separated', 'experimental', 'measurements', 'using', 'electronic', 'equipment', 'might', 'extended', 'exponential', 'external', 'temperature', 'relationship', 'cyclic', 'exponential', 'external', 'temperature', 'could', 'established', 'eigenvalues', 'eigenvectors', 'discrete', 'values', 'arise', 'fictitiously', 'sub-division', 'squares', 'possibility', 'integral', 'formulation', 'mentioned', 'possible', 'immediate', 'extension', 'cooled', 'blades', 'whose', 'cross-sections', 'multiply-connected', 'regions', 'transient', 'stresses', 'due', 'creep', 'viscoelasticity', 'might', 'included']"
cranfield0267,"['steady', 'transient', 'free', 'convection', 'electrically', 'conducting', 'fluid', 'vertical', 'plate', 'presence', 'magnetic', 'field', 'analysis', 'made', 'laminar', 'free', 'convection', 'heat', 'transfer', 'viscous', 'electrically', 'conducting', 'fluid', 'hot', 'vertical', 'plate', 'case', 'induced', 'field', 'negligible', 'compared', 'imposed', 'magnetic', 'field', 'found', 'similar', 'solutions', 'velocity', 'temperature', 'exist', 'imposed', 'magnetic', 'field', 'acting', 'perpendicular', 'plate', 'varies', 'inversely', 'fourth', 'root', 'distance', 'lowest', 'end', 'plate', 'explicit', 'expressions', 'velocity', 'temperature', 'boundary', 'layer', 'thickness', 'nusselt', 'number', 'obtained', 'effect', 'magnetic', 'field', 'studied', 'found', 'effect', 'magnetic', 'field', 'decrease', 'rate', 'heat', 'transfer', 'wall', 'second', 'part', 'method', 'characteristics', 'employed', 'obtain', 'solutions', 'time-dependent', 'hydromagnetic', 'free', 'convection', 'equations', 'hyperbolic', 'momentum', 'energy', 'put', 'integral', 'form', 'results', 'yield', 'time', 'required', 'steady', 'flow', 'established', 'effect', 'magnetic', 'field', 'time', 'studied']"
cranfield0258,"['effect', 'turbulence', 'slider', 'bearing', 'lubrication', 'based', 'prandtl', ""'s"", 'mixing-length', 'mechanism', 'pressure', 'equation', 'turbulent', 'flow', 'slider-bearing', 'lubrication', 'derived', 'analytical', 'solution', 'given', 'compared', 'one', 'laminar', 'flow', 'found', 'turbulent', 'effect', 'increases', 'pressure', 'consequently', 'load-carrying', 'capacity', 'however', 'power', 'loss', 'also', 'increases']"
cranfield0856,"['experimental', 'studies', 'panel', 'flutter', 'mach', '1', '.3.', 'experimental', 'studies', 'panel', 'flutter', 'conducted', 'mach', 'number', '1.3', 'verify', 'existence', 'phenomenon', 'study', 'effects', 'structural', 'parameters', 'flutter', 'characteristics', 'thin', 'rectangular', 'metal', 'plates', 'used', 'studies', 'mounted', 'section', 'tunnel', 'wall', 'data', 'obtained', 'using', 'aluminum-alloy', 'panels', 'although', 'steel', 'magnesium', 'brass', 'panels', 'also', 'used', 'different', 'materials', 'various', 'thicknesses', 'lengths', 'used', 'determine', 'effect', 'parameters', 'panel', 'flutter', 'experimental', 'program', 'consisted', 'three', 'phases', '..', 'panels', 'clamped', 'front', 'rear', '3', 'buckled', 'panels', 'clamped', 'four', 'edges', 'panel', 'flutter', 'obtained', 'controlled', 'laboratory', 'conditions', 'found', 'flow', 'conditions', 'tests', 'increasing', 'tensile', 'forces', 'effective', 'eliminating', 'flutter', 'shortening', 'panels', 'increasing', 'bending', 'stiffness', 'apparent', 'systematic', 'trends', 'flutter', 'modes', 'frequencies', 'could', 'observed', 'significant', 'panel', 'flutter', 'sometimes', 'involved', 'higher', 'modes', 'frequencies', 'presence', 'pressure', 'differential', 'two', 'surfaces', 'panel', 'observed', 'stabilizing', 'effect', 'initially', 'buckled', 'panels', 'susceptible', 'flutter', 'panels', 'without', 'buckling', 'buckled', 'panels', 'four', 'edges', 'clamped', 'much', 'less', 'prone', 'flutter', 'buckled', 'panels', 'clamped', 'front', 'rear']"
cranfield0009,"['transition', 'studies', 'skin', 'friction', 'measurements', 'insulated', 'flat', 'plate', 'mach', 'number', '5.8.', 'investigation', 'transition', 'skin', 'friction', 'insulated', 'flat', 'plate', '5', '26', 'in.', 'made', 'galcit', '5', '5', 'hypersonic', 'wind', 'tunnel', 'nominal', 'mach', 'number', '5.8', 'phosphorescent', 'lacquer', 'technique', 'used', 'transition', 'detection', 'found', 'good', 'agreement', 'total-head', 'rake', 'measurements', 'along', 'plate', 'surface', 'pitot', 'boundarylayer', 'surveys', 'found', 'boundary', 'layer', 'laminar', 'reynolds', 'numbers', 'least', '5', 'x', '10', 'transverse', 'contamination', 'caused', 'turbulent', 'boundary', 'layer', 'tunnel', 'sidewall', 'originated', 'far', 'downstream', 'flat', 'plate', 'leading', 'edge', 'reynolds', 'numbers', '1.5', '2', 'x', '10', 'spread', 'uniform', 'angle', '5', 'compared', '9', 'degree', 'low-speed', 'flow', 'effect', 'two-dimensional', 'local', 'disturbances', 'investigated', 'technique', 'air', 'injection', 'boundary', 'layer', 'means', 'hastening', 'transition', 'extensively', 'used', 'although', 'onset', 'transition', 'occurred', 'reynolds', 'numbers', 'low', '10', 'fully', 'developed', 'turbulent', 'boundary', 'layer', 'obtained', 'reynolds', 'numbers', 'much', '2', 'x', '10', 'regardless', 'amount', 'air', 'injected', 'qualitative', 'discussion', 'results', 'given', 'emphasis', 'possibility', 'greater', 'stability', 'laminar', 'boundary', 'layer', 'hypersonic', 'flow', 'lower', 'speeds', 'direct', 'skin-friction', 'measurements', 'made', 'means', 'floating', 'element', 'technique', 'range', 'reynolds', 'numbers', 'verified', 'laminar', 'complete', 'range', 'air', 'injection', 'turbulent', 'shear', 'obtained', 'reynolds', 'numbers', 'greater', '2', 'x', '10', 'value', 'good', 'agreement', 'earlier', 'results', 'investigation', 'turbulent', 'skin-friction', 'coefficient', 'found', 'approximately', '0.40', 'incompressible', 'flow', 'constant', 'value', 'r', '0.46', 'effective', 'reynolds', 'number', '5', '6', 'x', '10']"
cranfield0835,"['problem', 'strain', 'accumulation', 'thermal', 'cycling', 'parkes', 'sprague', 'huang', 'shown', 'possible', 'strain', 'growth', 'occur', 'beam', 'structure', 'temperature-load', 'cycling', 'various', 'aspects', 'problem', 'criteria', 'convergence', 'divergence', 'strain', 'accumulation', 'simply', 'demonstrated', 'thermal', 'cycling', 'one', 'element', 'two-element', 'structure']"
cranfield0499,"['closed-form', 'solution', 'oscillations', 'vehicle', 'entering', 'planetary', 'atmosphere', 'author', 'considers', 'equation', 'yawing', 'motion', 'missile', 'derived', 'series', 'customary', 'assumptions', 'distance', 'traveled', 'independent', 'variable', 'assumptions', 'include', 'linearity', 'aerodynamic', 'forces', 'constancy', 'aerodynamic', 'coefficients', 'respect', 'mach', 'number', 'absence', 'spin', 'absence', 'gravity', 'assumptions', 'one', 'could', 'add', 'common', 'ballistic', 'assumption', 'constant', 'air', 'density', 'coefficients', 'equation', 'would', 'condamped', 'sinusoids', 'ballistics', 'slow', 'variation', 'coefstant', 'solution', 'would', 'simply', 'exponentiallyficients', 'usually', 'treated', 'adding', 'approximate', 'correction', 'term', 'damping', 'rate', 'spoken', 'wkb', 'perturbation', 'however', 'body', 'entering', 'planetary', 'atmosphere', 'variation', 'air', 'density', 'apparently', 'greater', 'essence', 'point', 'stated', 'explicitly', 'brief', 'communication', 'equation', 'type', 'author', 'shows', 'series', 'transformations', 'equation', 'reduced', 'form', 'solutions', 'confluent', 'hypergeometric', 'functions', 'functions', 'defined', 'series', 'involving', 'gamma', 'functions', 'series', 'assumptions', 'reduced', 'laguerre', 'polynomials', 'bessel', 'functions', 'certainly', 'nice', 'exact', 'solution', 'problem', 'heretofore', 'extensively', 'treated', 'approximations', 'numerical', 'approach', 'reviewer', 'puzzled', 'however', 'practical', 'significance', 'proposed', 'approach', 'idealization', 'value', 'facilitates', 'understanding', 'numerical', 'approach', 'allows', 'refinements', 'problem', 'freeing', 'us', 'necessity', 'idealizing', 'proposed', 'solution', 'certainly', 'difficult', 'refine', 'original', 'problem', 'certainly', 'simple', 'solution', 'original', 'equation', 'value', 'z', 'various', '/reverse/', 'transformations', 'z', 'evaluation', 'series', 'practice', 'must', 'compete', 'numerical', 'approach', 'equation', 'suggested', 'zero', 'viewing', 'problem', '/afresh/', 'light', '/computer', 'revolution/', 'without', 'constraints', 'imposed', 'prior', 'art', 'seems', 'least', 'equally', 'easy', '/standardize/', 'solutions', 'original', 'equation']"
cranfield0036,"['supersonic', 'flow', 'around', 'blunt', 'bodies', 'newtonian', 'theory', 'impact', 'shown', 'useful', 'pressure', 'calculations', 'forward', 'facing', 'part', 'bodies', 'moving', 'high', 'speed', 'familiar', 'practice', 'use', 'information', 'calculate', 'nonviscous', 'velocities', 'wall', 'estimate', 'rates', 'heat', 'transfer', 'procedure', 'perhaps', 'open', 'question', 'heat-transfer', 'rates', 'depend', 'velocity', 'gradients', 'given', 'newtonian', 'analysis', 'one', 'obtain', 'information', 'boundary-layer', 'stability', 'body', 'stability', 'derivatives', 'seems', 'therefore', 'inevitable', 'design', 'proceeds', 'hypersonic', 'missiles', 'greater', 'need', 'accurate', 'aerodynamic', 'theories', 'either', 'predict', 'happen', 'unfamiliar', 'flight', 'conditions', 'effect', 'extrapolation', 'known', 'test', 'result', 'design', 'condition']"
cranfield0204,"['study', 'application', 'airfoil', 'section', 'data', 'estimation', 'high', 'subsonic', 'speed', 'characteristics', 'swept', 'wings', 'estimates', 'variation', 'mach', 'number', 'aerodynamic', 'characteristics', 'swept', 'wings', 'made', 'basis', 'airfoil', 'section', 'data', 'combined', 'span-loading', 'theory', 'analysis', 'deals', 'examinations', '26', 'wings', 'wing-body', 'combinations', 'ranging', 'sweep', 'angle', '30', '60', 'mach', 'numbers', '0.6', '1.0', 'results', 'study', 'indicate', 'two-dimensional', 'section', 'data', 'afford', 'good', 'qualitative', 'information', 'high-speed', 'aerodynamic', 'characteristics', 'variation', 'mach', 'number', 'drag', 'zero-lift', 'pitching-moment', 'coefficient', 'lift', 'coefficient', 'flow', 'separation', 'quantitative', 'estimates', 'force', 'moment', 'divergence', 'mach', 'numbers', 'could', 'made', 'degree', 'certainty', 'airfoil', 'data', 'alone', 'somewhat', 'improved', 'quantitative', 'estimates', 'given', 'configuration', 'obtainable', 'basing', 'estimates', 'measured', 'characteristics', 'wing', 'similar', 'plan', 'form', 'different', 'section', 'adjusting', 'effects', 'differences', 'section', 'basis', 'section', 'data']"
cranfield0660,"['fundamental', 'solution', 'small', 'steady', 'three', 'dimensional', 'disturbances', 'two', 'dimensional', 'parallel', 'shear', 'flow', 'brief', 'review', 'methods', 'calculating', 'flow', 'fields', 'produced', 'disturbances', 'rotational', 'basic', 'flows', 'author', 'points', 'fundamental', 'difficulty', 'treated', 'perturbation', 'disturbance', 'field', 'would', 'occur', 'basic', 'flow', 'uniform', '..', 'slow', 'attenuation', 'secondary-flow', 'disturbance', 'distance', 'obstacle', 'author', 'conjectured', 'j', '1', 'trouble', 'caused', 'nonuniform', 'validity', 'approximation', 'sequence', 'region', 'far', 'obstacle', 'analogy', '/stokes', 'whitehead', ""'s"", 'paradoxes/', 'mentioned', 'solution', 'analogous', 'oseen', ""'s"", 'suggested', 'one', 'disturbances', 'shear', 'assumed', 'small', 'paper', 'solution', 'found', 'shown', 'overlap', 'smallshear', 'secondary-flow', 'solution', 'basic', 'flow', 'parallel', 'steady', 'inviscid', 'two-dimensional', 'shear', 'flow', '/fundamental', 'solution/', 'due', 'weak', 'source', 'sought', 'method', 'fourier', 'transforms', 'used', 'simple', 'solutions', 'found', 'uniformly', 'sheared', 'basic', 'flow', 'result', 'coincides', 'secondary-flow', 'solution', 'exponential', 'basic-flow', 'profile', 'general', 'case', 'assumed', 'parallel', 'basic', 'flow', 'becomes', 'uniform', 'x-axis', 'lies', 'flow', 'direction', 'character', 'solution', 'determined', 'studying', 'hankel', 'transform', 'especially', 'class', 'flows', 'total', 'variation', 'basic', 'stream', 'speed', 'v', 'small', 'interpretation', 'terms', 'images', 'due', 'm.', 'b.', 'glauert', 'given', 'finally', 'relationship', 'present', 'work', 'theories', 'displacement', 'stagnation', 'streamline', 'displacement', 'effect', 'pitot', 'tubes', 'discussed']"
cranfield0452,"['symmetric', 'joukowsky', 'airfoils', 'shear', 'flow', 'velocity', 'components', 'fluid', 'far', 'airfoil', 'given', 'c', 'chord', 'airfoil', 'k', 'constants', 'u', 'v', 'velocity', 'components', 'directions', 'coordinates', 'x', 'solution', 'sought', 'form', 'stream', 'function', 'satisfies', 'laplace', ""'s"", 'equation', 'general', 'expression', 'vanishing', 'disturbance', 'velocities', 'points', 'far', 'origin', 'written', 'flows', 'due', 'source', 'vortex', 'solid', 'circular', 'cylinder', 'shear', 'flow', 'considered', 'examples', 'typical', 'streamline', 'patterns', 'shown', 'cases', 'eulerian', 'equations', 'motion', 'author', 'obtains', 'expression', 'terms', 'parameter', 'derivatives', 'general', 'form', 'introduced', 'appropriate', 'solution', 'pressure', 'p', 'obtained', 'integration', 'around', 'contour', 'enclosing', 'body', 'expressions', 'obtained', 'analogous', 'blasius', 'formulae', 'force', 'couple', 'cylinder', 'type', 'flow', 'formulae', 'applied', 'case', 'symmetrical', 'joukowsky', 'airfoil', 'method', 'conformal', 'transformation', 'employed', 'determination', 'boundary', 'condition', 'tangential', 'flow', 'airfoil', 'surface', 'must', 'satisfied', 'total', 'flow', 'airfoil', 'plane', 'condition', 'leads', 'boundary', 'condition', 'transformed', 'plane', 'kutta-joukowsky', 'condition', 'finite', 'velocity', 'trailing', 'edge', 'also', 'leads', 'condition', 'plane', 'conditions', 'general', 'expression', 'circulation', 'strengths', 'doublets', 'quadruplets', 'required', 'force', 'moment', 'determined', 'hence', 'formulae', 'lift', 'moment', 'coefficient', 'obtained', 'involve', 'addition', 'usual', 'potential-flow', 'terms', 'terms', 'proportional', 'ten', 'functions', 'appear', 'expressions', 'lift', 'moment', 'coefficients', 'tabulated', 'values', 'thickness', 'ratio', '0', '1', 'aerodynamic-center', 'position', 'coefficient', 'moment', 'aerodynamic', 'center', 'also', 'calculated', 'presented', 'graphically', 'functions']"
cranfield0694,"['pressure', 'distribution', 'induced', 'flat', 'plate', 'supersonic', 'sonic', 'jet', 'exhaust', 'free-stream', 'mach', 'number', '1.80', 'continuation', 'previous', 'research', 'mach', 'numbers', '2.02', '1.39', 'experimental', 'investigation', 'made', 'pressures', 'induced', 'flat', 'plate', 'propulsive', 'jet', 'exhausting', 'sonic', 'supersonic', 'nozzles', 'free-stream', 'mach', 'number', '1.80', 'measurements', 'pressure', 'distribution', 'flat-plate', 'wing', 'made', 'zero', 'angle', 'attack', 'four', 'different', 'locations', 'jet', 'exhaust', 'nozzle', 'beneath', 'wing', 'choked', 'convergent', 'nozzle', 'convergent-divergent', 'nozzle', 'nacelle', 'used', 'nozzles', 'operated', 'nacelleexit', 'total-pressure', 'ratios', '2', '16', 'reynolds', 'number', 'per', 'foot', 'approximately', '13', 'x', '10', 'two', 'distinct', 'shock', 'waves', 'impinged', 'wing', 'surface', 'greatly', 'altered', 'pressure', 'distribution', 'nozzle', 'positions', 'positive', 'incremental', 'normal', 'force', 'resulted', 'wing', 'positions', 'comparisons', 'presented', 'two', 'free-stream', 'mach', 'numbers']"
cranfield1110,"['supersonic', 'flow', 'past', 'slightly', 'yawing', 'cone', 'paper', 'concerned', 'motion', 'circular', 'cone', 'blunt', 'angle', 'air', 'high', 'speed', 'direction', 'motion', 'cone', 'coincides', 'axis', 'symmetry', 'resulting', 'air', 'flow', 'well', 'known', 'consider', 'perturbation', 'produced', 'small', '/yaw/', '--', 'i.e.', 'case', 'cone', 'moving', 'quite', 'direction', 'axis', 'results', 'confirmed', 'experimentally', 'applications', 'ballistics', 'though', 'concerned', 'latter', 'may', 'also', 'useful', 'providing', 'check', 'various', 'approximate', 'methods', 'wider', 'applicability', 'square', 'yaw', 'neglected', '--', 'approximation', 'validity', 'discussed', 'similar', 'methods', 'applied', 'second-order', 'effects', 'yaw', 'also', 'ballistic', 'significance', 'computations', 'yet', 'completed', 'observed', 'lack', 'symmetry', 'flow', 'neither', 'irrotational', 'isentropic']"
cranfield1322,"['qualitiative', 'solutions', 'stability', 'equation', 'boundary', 'layer', 'contact', 'various', 'forms', 'flexible', 'surface', 'appropriate', 'form', 'boundary', 'layer', 'stability', 'equation', 'developed', 'condition', 'fluid', 'contact', 'isotropic', 'homogeneous', 'elastic', 'medium', 'various', 'approximate', 'analytical', 'solutions', 'obtained', 'certain', 'types', 'surface', 'reveal', 'least', 'qualitatively', 'origin', 'characteristics', 'neutral', 'oscillations', 'worked', 'solutions', 'elastic', 'medium', 'treated', 'nondissipative', 'interior', 'boundary', 'supposed', 'either', 'fixed', 'free', 'stress', 'exposed', 'fluid', '..', 'boundary', 'layer', 'also', 'treated', 'flat-plate', 'incompressible', 'fluid', 'results', 'obtained', 'show', 'presence', 'resiliant', 'surface', 'introduces', 'possibility', 'number', 'modes', 'oscillation', 'schlichting', 'waves', 'modes', 'speeds', 'propagation', 'determined', 'largely', 'properties', 'elastic', 'material', 'presence', 'may', 'well', 'effectively', 'matter', ""'non-viscous"", 'flow', 'stability', '-dash', 'subject', 'treated', 'tollmien-schlichting', 'mode', 'minimum', 'reynolds', 'number', 'increased', 'presence', 'surface', 'interior', 'boundary', 'free', 'may', 'upper', 'limit', 'well', 'indeed', 'sufficiently', 'thin', 'free', 'surface', 'one', 'low', 'rigidity', 'apparently', 'eliminates', 'neutral', 'oscillations', 'mode', 'altogether', 'expense', 'however', 'introduction', 'mode', 'flexural', 'waves']"
cranfield1128,"['face', 'wrinkling', 'core', 'strength', 'sandwich', 'construction', 'effect', 'initial', 'waviness', 'wrinkling', 'faces', 'sandwich', 'construction', 'studied', 'formulae', 'derived', 'determine', 'failing', 'stress', 'faces', 'wrinkle', 'due', 'failure', 'core', 'tension', 'compression', 'shear', 'importance', 'core', 'strength', 'requirements', 'maintaining', 'surface', 'smoothness', 'noted', 'comparison', 'theory', 'experiments', 'made', 'agreement', 'two', 'found', 'reasonably', 'good', 'strength', 'core', 'williams', 'related', 'strength', 'core', 'tension', 'shear', 'arbitrarily', 'assumed', 'initial', 'irregularity', 'ensure', 'laminar', 'flow', 'wing', 'assumed', 'maximum', 'admissible', 'value', 'initial', 'wave', 'amplitude', 'critical', 'wavelength=0.0005', '0.001']"
cranfield0832,"['accelerating', 'convergence', 'iteration', 'processes', 'technique', 'discussed', 'applied', 'iterative', 'procedure', 'solution', 'equation', 'accelerates', 'rate', 'convergence', 'iteration', 'converges', 'induces', 'convergence', 'iteration', 'diverges', 'illustrative', 'example', 'given']"
cranfield0658,"['review', 'panel', 'flutter', 'effects', 'aerodynamic', 'noise', 'part', '..', 'panel', 'flutter', 'development', 'high-speed', 'aircraft', 'missiles', 'vibration', 'panels', 'become', 'problem', 'practical', 'significance', 'many', 'failures', 'early', 'german', 'rockets', 'attaining', 'supersonic', 'speed', 'attributed', 'development', 'panel', 'oscillations', 'appears', 'phenomenon', 'much', 'concern', 'subsonic', 'speed', 'range.', 'however', 'supersonic', 'speed', 'range', 'panels', 'may', 'develop', 'oscillations', 'cause', 'instability', 'structure', 'effect', 'exhibited', 'experimentally', 'controlled', 'laboratory', 'conditions', 'motion', 'limited', 'buckling', 'may', 'serious', 'design', 'problem', 'cases', 'panel', 'flutter', 'still', 'importance', 'effect', 'fatigue', 'life', 'allowable', 'stresses', 'design', 'panel', 'material', 'oscillations', 'panels', 'may', 'due', 'either', 'aerodynamic', 'force', 'induced', 'motion', 'panel', 'aerodynamic', 'noise', 'buffeting', 'irregular', 'motion', 'induced', 'turbulence', 'flow', 'interaction', 'aerodynamic', 'forces', 'panel', 'motions', 'usually', 'referred', '/panel', 'flutter', 'investigated', 'several', 'workers', 'recent', 'years', 'since', 'problem', 'complex', 'dealt', 'entirety', 'simplifying', 'assumptions', 'made', 'investigations', 'literature', 'marked', 'certain', 'degree', 'controversy', 'validity', 'assumptions', 'applicability', 'results', 'obtained', 'brief', 'review', 'literature', 'reference', 'several', 'approximations', 'made', 'results', 'obtained', 'follows']"
cranfield1325,"['experiments', 'use', 'suction', 'perforated', 'strips', 'maintaining', 'laminar', 'flow', 'transition', 'drag', 'measurements', 'wind-tunnel', 'tests', 'described', 'suction', 'applied', 'perforated', 'strips', 'alternative', 'porous', 'strips', 'slots', 'order', 'maintain', 'laminar', 'boundary', 'layer', 'test', 'first', 'carried', 'single', 'row', 'perforations', 'cambered', 'plate', 'preliminary', 'main', 'tests', 'performed', 'strips', 'multiple', 'rows', 'perforations', 'drilled', 'surface', 'low-drag-type', 'aerofoil', '13', 'per', 'cent', 'thick', '5-ft', 'chord', 'wind', 'speed', '180', 'ft', 'sec', 'ascertained', 'suction', 'may', 'safely', 'applied', 'extend', 'laminar', 'flow', 'provided', 'ratio', 'hole', 'diameter', 'boundary-layer', 'displacement', 'thickness', 'less', '2', 'ratio', 'hole', 'pitch', 'diameter', 'less', '3', 'least', 'three', 'rows', 'holes', 'strip', 'less', 'three', 'rows', 'criteria', 'much', 'restrictive', 'possible', 'extend', 'laminar', 'flow', 'suction', 'perforations', 'whose', 'diameters', 'pitches', 'exceed', 'values', 'slightly', 'risk', 'excessive', 'suction', 'quantities', 'produce', 'wedges', 'turbulent', 'boundary', 'layer', 'originating', 'holes', 'uniform', 'distribution', 'suction', 'holes', 'necessary', 'successfully', 'obtained', 'two', 'methods', 'use', 'cells', 'throttle', 'holes', 'tapered', 'holes', 'particular', 'tests', 'carried', 'panels', 'supplied', 'handley', 'page', 'ltd.', 'cells', 'tapered', 'holes', 'constructed', 'commercial', 'methods', 'suction', 'distribution', 'proved', 'satisfactory', 'resistance', 'cellular', 'arrangements', 'measured', 'found', 'suction', 'quantities', 'minimum', 'required', 'maintain', 'laminar', 'flow', 'additional', 'losses', 'total', 'head', 'sucked', 'air', 'due', 'resistance', 'throttle', 'holes', 'could', 'made', 'small', 'compared', 'loss', 'total', 'head', 'sucked', 'boundary', 'layer']"
